Name,Address,Website,Phone
Oven Story,"Shop No. 1, 201/24 B, Ground Floor Near Wisdom School, Sade Satra Nali, Magarpatta, Hadapsar, Pune",https://www.ovenstory.in/,077383 83000
Burger King,"Unit No T14, 3rd Floor, SEASONS MALL, Magarpatta, Hadapsar, Pune",https://stores.burgerking.in/burger-king-fast-food-restaurant-magarpatta-police-station-road-pune-179378/Home?utm_source=locator&utm_medium=googleplaces,089767 91970
"Pizza Hut | Seasons Mall, Pune","Unit No T1, SEASONS MALL, Magarpatta, Hadapsar, Pune",https://restaurants.pizzahut.co.in/pizza-hut-hadapsar-pizza-takeaway-hadapsar-pune-23041/Home?utm_source=locator&utm_medium=googleplaces,086556 16030
Hotel Maratheshahi,"Leisure township road, Sadhunana Tupe Vasti, Malwadi, Hadapsar, Pune",N/A,098600 96974
Ridhaan's - Taste Happiness (Multicuisine Cloud Kitchen),"Sashikala Complex, Tuptni Vasti, Hadapsar, Pune",https://ridhaans.in/,097698 65480
Gomraj dairy farm,"GW6Q+276, Malwadi, Hadapsar, Pune",N/A,N/A
Jai Ganesh Farsan House And Panipuri Center,"Keshav Nagar, Manjari Road, Sasane Colony, Mundhwa, Pune",N/A,077579 43999
Pizza.com,"Shop no 6 Ground floor, Sai Sankalp Society, sadestranali road, Hadapsar, Pune",N/A,N/A
Cafe Icy Spicy,"Lonkar Nagar, Mundhwa, Pune",N/A,090119 80040
Zaika Hotel,"GWJR+H9V, Shinde Wasti, Shivaji Chowk Shinde Wasti, Division, Shinde Vasti, Hadapsar, Pune",N/A,072639 74089
Balaji snacks,"Sr.No.5 Manjari Rd, Kodre Nagar, Keshav Nagar, Kodre Nagar, Shankar Nagar, Mundhwa, Pune",N/A,082086 77151
Mandarin Oak Keshav Nagar,"opp. Janseva Bank Bhaji Mandi, Shop No.2, 3 & 5, Keshav Capital Society Near Sai Nagari Co. Society, opp. Janseva Bank Bhaji Mandi, Keshav Nagar, Pune",https://www.mandarinoak.com/,077770 85452
Oven Story,"opp. janseva bank bhaji mandi, Shop no.2,3 &5 keshav capital society near by sai nagri co.socity, opp. janseva bank bhaji mandi, Keshav Nagar, Pune",https://www.ovenstory.in/,077383 83000
"Domino's Pizza | Hadapsar, Pune","S No : 209, Capital Plaza, Shop No 2, A-2, Baburao Shankarrao Tupe Road, Malwadi, Hadapsar, Pune",https://www.dominos.co.in/store-location/pune/capital-plaza-pune,1800 208 1234
Lighthouse Home Curries & Kitchen Services,"S.No: 62 Gulmohar Colony , Deccan Paper Mill Road, Mundhwa Near Hadapsar Railway Station, Mundhwa, Pune",N/A,N/A
"Domino's pizza | Mhasoba Nagar, Pune","opp. Renuka mata mandir, Konark karya, opp. Renuka mata mandir, Mhasoba Nagar, Keshav Nagar, Mundhwa, Pune",https://www.dominos.co.in/store-locations/?src=local_gmb&utm_source=Google_GMB&utm_medium=GMB_SEO_urls_website,1800 208 1234
Godavari Snacks Center | Kerala Paratha House,"Shop no, BT 11, DC Magarpatta, Magarpatta City, Hadapsar, Pune",N/A,020 2689 9865
Jagdamba fish point,"Keshav Nagar Road, Sasane Colony, Mayureshwar Colony, Mundhwa, Pune",N/A,N/A
Tuscany & toast,"VISHAL VIVIANA, पुणे",N/A,N/A
Tuljabhavani Biryani House,"nr. Zed Corner, Besides SNBP School, 40 Feet Rd, nr. Zed Corner, Mundhwa - Manjari Road, Pune",N/A,099221 57778
Saparito Pizza,"Shop No. 30, Ground Floor, kodre Plaza, Zen Estate, Kharadi, Pune",https://saparitopizza.com/,N/A
Akshay Bhojanalay (अक्षय भोजनालय),"opposite KF Bioplant, Survey No.125, Mauli Nagar, Mundhwa Manjari Road, opposite KF Bioplant, Mhasoba Wasti, Pune",N/A,072767 98844
Chinese Dragon Palace,"Shop No 05, Hadapsar, Pune",N/A,073502 26990
Masala Kitchen,"Shree Laxmi Naryan Niwas. Survey No.20/4 Kharadkar Park, Mundhwa - Kharadi Road, Kharadi, Pune",N/A,076207 21701
Silver Star Caterers,"B 10, Monal Park, Parijat Colony, Hadapsar, Pune",N/A,096370 11786
"Swad Fish House, Bhosale Garden","बिल्डिंग, शॉपत्रनं.33, पुणे महामार्ग, Solapur, Bhosale Garden Road, Triveni Nagar, Hadapsar, Pune",N/A,095525 11520
Gurukrupa Snacks centre hadapsar gadital,"GW2P+FVX, Malwadi, Hadapsar, Pune",N/A,N/A
Vijaylaxmi Farsan,"Shop No.2, near Z Corner, Manjari Road, Pune",N/A,080805 89829
Vaishali Fast Food Center For Snacks and Breakfast Hotel,"near Kamdhenu Estate, Solapur Road, Hadapsar, Pune",N/A,N/A
Girija Davangiri Dosa,"opp. Allahabad Bank, Krushnai Building, opp. Allahabad Bank, Manjri Road, Mahadev Nagar, Hadapsar, Pune",N/A,098904 25203
Pawar Bhel,"GW2M+CF2, near Bhu sampada, opp. Ajantha Gadi Karkhana, near Hadapsar Bhaji Market, Hadapsar Gaon, Hadapsar, Pune",N/A,N/A
Kanifnath Amruttulya & Snacks Center,"G 209, Mega Center Magarpatta, Hadapsar, Pune",N/A,090119 17516
Samadhan Pav Bhaji And Snacks,"Shop No. 52, 53, 54, Near PMT Stand, Hadapsar - Saswad - Jejuri Road, Gadital, Hadapsar, Pune",N/A,093874 39393
GANESH TEA & SNACKS CENTRE,"Sr No. 21/ 4, Raghoba Patil Nagar, Near Hotel Shivanand,, Kharadi By Pass, Kharadi, opp. Corporation Bank, 21/4, Raghoba Patil Nagar, Sainath Nagar, Wadgaon Sheri, Pune",N/A,072764 05006
Milan Snacks Dosa Centre,"GW2M+379, Tupe Patil Road, Aru Nagar, Hadapsar, Pune",N/A,095276 64696
S K Non Veg Tadka,"Near, Shop No 1, Mnc, Mandai, Pune",N/A,089999 07099
M K Chinese House,"Shop N 01, Hadapsar, Shop Number 2, Bhimashankar Apartment, - Solapur Road, near Shivshakti Electronics, Near, Samrat Garden Road, Hadapsar Gaon, Pune",N/A,097630 05800
Balaji PavBhaji & Dosa,"Shop No 11, Ghule Plaza, Hadapsar-Manjari Rd, Vilas Vaman Ghule Road, Gopalpatti",N/A,N/A
गणेश भेळ आणि स्नॅक्स सेंटर,"Samarth Sankul, Indraprashtha Society, Hadapsar, Pune",N/A,N/A
MOJO Pizza - 2X Toppings,"SSR Tower, Knowledge Park, opp. Zenser IT Park, Mundhwa - Kharadi Road, Rakshak Nagar, Kharadi, Pune",https://bit.ly/2JiGNFJ,N/A
WOW China,"2nd Flr, Sadesatranali, EB/SF/FC13, Amanora Town Centre, Amanora Park Town, Hadapsar, Pune",https://restaurantswowchina.wowmomo.com/wow-china-amanora-mall-chinese-restaurants-hadapsar-pune-374478/Home?utm_source=locator&utm_medium=googleplaces,098361 98361
CSK - Chinese Special Kitchen by BTC,"near Amanora, Magarpatta Road Hadapsar Amanora Mall, near Amanora, Main Gate, Pune",N/A,N/A
"AB's - Absolute Barbecues | Seasons Mall, Pune","2nd Floor, Seasons Mall, Magarpatta, Hadapsar, Pune",https://www.absolutebarbecues.com/best-bbq-grill-restaurant-near-me/pune/seasons-mall,073373 83767
SNAP GALLEY,"SHOP NO 2 NEAR KAMGAR GROUND MUNDHAWA NEAR BHAJI MARKET, Mundhwa, Pune",N/A,093256 56227
Swalaad,"Swalaad, Shop 118, Kodre Plaza, Zen Estate, Kharadi, Pune",N/A,073559 64230
Pizzatoons ( Hadapsar Malwadi),"Vitthal tupe natyaghruh, Malwadi, Hadapsar, Pune",https://www.pizzatoons.in/,073873 50057
Swayampak Ghar,"Shri Swami Samarth Nagar, Anand Nagar, Hadapsar, Pune",N/A,098226 67610
Buy bestmeal,"Wadgaon Sheri - Sainath Nagar Road, Wadgaon Sheri, Pune",N/A,N/A
Oven Story,"No.14/1/1, 1st Floor, Avadhut Heights, Thite Vasti, Kharadi, Pune",https://www.ovenstory.in/,077383 83000
Mazawi Foods LLP,"Mazawi Foods LLP, behind IT ground, 12/3, Thite Nagar, Kharadi, Pune",https://orders.mazawi.in/,097097 05030
Lunch Box Kharadi,"Shop No. A5, SSR Tower, opp. Zensar, Pune",N/A,073046 78007
The Tasty Tiffin,"Sr. No 35/2 South Main Road, Opp. Zensar IT Park, Kharadi, Pune",N/A,083900 38080
"Domino's Pizza | Manjri Bk, Pune","BUSINESS COURT, SATYAM SHIVAM SUNDARAM, Nandini Takle Nagar, Manjri Bk, Pune",https://www.dominos.co.in/store-location/,1800 208 1234
Gol Roti Cloud Kitchen,"Hadapsar, Pune",https://www.instagram.com/golroti_cloudkitchen/,N/A
Accio Meals,"Shejwal Park Lane Number 3, Tukaram Nagar, Kharadi, Pune",http://acciomeals.com/,N/A
Neha Hotel,"Wadgaon Sheri Road, Prasad Nagar, Wadgaon Sheri, Pune",N/A,099224 88059
"Pizza Hut | Sasane Nagar, Pune","Fortune Plaza, Vardhaman Township, Sasane Nagar, Hadapsar, Pune",https://restaurants.pizzahut.co.in/pizza-hut-ph-sasane-nagar-pune-pizzerias-hadapsar-pune-250676/Home?utm_source=locator&utm_medium=googleplaces,085888 59604
Onesta Kharadi,"2nd floor, Vitthal Heights, opp. Radisson Blu Hotel, Maharashtra State Highway 27, Yashwant Nagar, Kharadi, Pune",https://www.onestalove.in/,N/A
Abhang Mess,"FXR3+2PH, SP Infocity, Phursungi",N/A,N/A
Biryani By Kilo- Kharadi Pune,"S . No 4 /1, Shop No 4, Goodwill Icon, behind Radission Hotel, By Pass, Kharadi, Pune",https://web.biryanibykilo.com/,1800 212 2212
Tiffyy - A Homely Tiffin Service,"Bus Stand, near Aanand Park, Wadgaon Sheri, Pune",https://www.tiffyy.com/,083299 34497
The Galley - Sandwich Bar,"Sr. no 49/1, Madhuban House, near Sancheti classes, Bharti Colony, Wadgaon Sheri, Pune",https://www.instagram.com/thegalley_sandwichbar/,097695 91737
"Pizza Hut | 93 Avenue, Pune","Unit No 2 & 3, Ground Floor, Kalubai Chowk, Fatima Nagar, Wanowrie, Pune",https://restaurants.pizzahut.co.in/pizza-hut-93-avenue-pizza-restaurant-fatima-nagar-pune-107867/Home?utm_source=locator&utm_medium=googleplaces,086556 16041
"Domino's Pizza | Fatima Nagar, Pune","Unit No. 337, 3rd Floor, Avenue Mall, near Fatima Nagar, opp. Crome, 93, Junction, Wanowrie, Pune",https://www.dominos.co.in/store-locations/?src=local_gmb&utm_source=Google_GMB&utm_medium=GMB_SEO_urls_website,1800 208 1234
Wow! Momo,"3rd floor, Food Court 93 Avenue, Unit No.313, Kalubai Chowk, Wanowrie, Pune",https://restaurants.wowmomo.com/wow-momo-93-avenue-mall-momo-restaurant-wanowrie-pune-286654/Home?utm_source=locator&utm_medium=googleplaces,098361 98361
WOW China,"Food Court, Unit No 313, 3rd Floor, 93 Avenue Wanowrie, Kalubai Chowk, Pune",https://restaurantswowchina.wowmomo.com/wow-china-93-avenue-combo-chinese-restaurants-kalubai-chowk-pune-294317/Home?utm_source=locator&utm_medium=googleplaces,075960 53918
PizzaExpress,"Unit No, 2-09 , 2nd Floor, Kopa Mall North Main Road, Koregaon Park, Mundhwa Road, Ghorpadi, Pune",https://stores.gourmetinvestments.com/store-pages/pizzaexpress-kopa-mall-pune/,086553 00949
Switch Food Xperiences,"Kalyani Nagar - Wadgaon Sheri Road, Wadgaon Sheri, Pune",N/A,085307 50505
McDonald's,"next to World Trade Center II, Ganga Platino, Shop No. 6, Ground Floor Mezzanine & Go Building-A, Survey No. 60, next to World Trade Center II, Kharadi, Pune",https://mcdelivery.co.in/restaurants/pune/304/order-food-online-in-McDonalds-kharadi-racecoursecircle,077987 19135
FoodsFactory,"Bhekrai Nagar, Hadapsar, Pune",https://foodsfactory.co.in/,099214 16895
Oven Story,"Shop No. 11,12 & 13 Ashoka Residency, Kalyani Nagar - Wadgaon Sheri Road, Ram Nagar, 2, Pune",https://www.ovenstory.in/,077383 83000
Steam Room Pizzeria,"near Bramha Suncity, Shop No 2, Karan Gharonda, near Bramha Suncity, Wadgaon Sheri, Pune",N/A,088309 85290
Oven Story,"near Dhanori, Shop No 106, First Floor, Sr. No 284, Hissa No 5/2, near Dhanori, Jakat Naka, Pune",https://www.ovenstory.in/,077383 83000
One China,"Unit number 9 & 10 First Floor, Global High Street, Global Precioso Road, EON Free Zone, Kharadi, Pune",N/A,077984 90606
MOJO Pizza - 2X Toppings,"shop no.5&6,1st floor,Shewale heights,Bhekrai nagar,fursungi,Pune Maharashtra-412308, Pune",https://eatclub.in/,N/A
PinkApron LLP,"FWJM+F3V, Runwal Seagull Township, Handewadi Road, Pune",https://pinkaprons.in/,091758 84497
Maitrin Gruha Udyog,"Dutta prasad society, opp. Datta Mandir Road, Lane Number 4, kaman, Wadgaon Sheri, Pune",https://www.facebook.com/maitrinplatform,098509 62556
The Daily Tiffins,"007, Fortune House, Road, Rajaram Patil Nagar, Kharadi, Pune",https://tinyurl.com/Thedailytiffinss,089837 53895
1441 Pizzeria X Kharadi,"Sl. No. 58, 1441 Pizzeria X, Shop No A2/5, Cheryl, 2/1A, Downtown Road, Kharadi, Pune",http://www.1441pizzeria.com/,N/A
